name,link_id,osm_way_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,allowed_uses,from_biway,VDF_fftt1
South Stanley Place,324,353008478,44,83,,223.6102401,1,29,,residential,6,"LINESTRING (-111.920587 33.4167118, -111.9205773 33.4173248, -111.9205749 33.4174822, -111.9205699 33.417795, -111.9205672 33.4179666, -111.9205576 33.4185739, -111.9205552 33.4187226)",auto,1,0.462641876
East Tenth Street,325,355797370,63,193,,139.2698854,1,29,,residential,6,"LINESTRING (-111.9381178 33.419078, -111.9380385 33.4190779, -111.9377709 33.4190774, -111.9373118 33.4190765, -111.9366173 33.4190676)",auto,1,0.288144591
East Tenth Street,326,355797370,193,63,,139.2698854,1,29,,residential,6,"LINESTRING (-111.9366173 33.4190676, -111.9373118 33.4190765, -111.9377709 33.4190774, -111.9380385 33.4190779, -111.9381178 33.419078)",auto,1,0.288144591
South Myrtle Avenue,327,359618840,194,141,,288.0210636,1,25,,residential,6,"LINESTRING (-111.938161 33.4254954, -111.9381622 33.4256128, -111.9381626 33.4256503, -111.9381745 33.4268482, -111.9387635 33.427076, -111.9392411 33.4272607, -111.9393679 33.4273021, -111.939447 33.4273267, -111.9395019 33.4273825)",auto,1,0.691250553
South Myrtle Avenue,328,359618840,141,194,,288.0210636,1,25,,residential,6,"LINESTRING (-111.9395019 33.4273825, -111.939447 33.4273267, -111.9393679 33.4273021, -111.9392411 33.4272607, -111.9387635 33.427076, -111.9381745 33.4268482, -111.9381626 33.4256503, -111.9381622 33.4256128, -111.938161 33.4254954)",auto,1,0.691250553
East Rio Salado Parkway,330,371455229,176,175,,11.62443844,2,35,,secondary,4,"LINESTRING (-111.9399677 33.4296814, -111.940037 33.4296738, -111.9400919 33.4296678)",auto,0,0.019927609
South Rural Road,331,395215600,260,89,,60.52497047,4,35,,primary,3,"LINESTRING (-111.9262872 33.419546, -111.9262825 33.4200903)",auto,1,0.103757092
South Rural Road,332,395215600,89,260,,60.52497047,3,35,,primary,3,"LINESTRING (-111.9262825 33.4200903, -111.9262872 33.419546)",auto,1,0.103757092
South Rural Road,333,395215600,89,82,,9.362727823,4,35,,primary,3,"LINESTRING (-111.9262825 33.4200903, -111.926283 33.4201745)",auto,1,0.016050391
South Rural Road,334,395215600,82,89,,9.362727823,3,35,,primary,3,"LINESTRING (-111.926283 33.4201745, -111.9262825 33.4200903)",auto,1,0.016050391
South Rural Road,335,395215600,82,103,,5.87497136,4,35,,primary,3,"LINESTRING (-111.926283 33.4201745, -111.9262853 33.4202273)",auto,1,0.010071379
South Rural Road,336,395215600,103,82,,5.87497136,3,35,,primary,3,"LINESTRING (-111.9262853 33.4202273, -111.926283 33.4201745)",auto,1,0.010071379
South Mill Avenue,337,395489956,410,76,,114.3195259,2,39,,secondary,4,"LINESTRING (-111.9398526 33.415, -111.9398529 33.4150571, -111.9398521 33.415431, -111.9398435 33.4155958, -111.9398253 33.4156688, -111.939792 33.4157247, -111.9397232 33.4158205, -111.9395884 33.4159654)",auto,0,0.175876194
South Mill Avenue,338,395489956,76,344,,2.937392173,2,39,,secondary,4,"LINESTRING (-111.9395884 33.4159654, -111.9395692 33.4159864)",auto,0,0.004519065
South Mill Avenue,339,395489956,344,341,,6.591386098,2,39,,secondary,4,"LINESTRING (-111.9395692 33.4159864, -111.9395397 33.4160199, -111.9395272 33.4160342)",auto,0,0.010140594
South Mill Avenue,340,395489956,341,131,,5.493315087,2,39,,secondary,4,"LINESTRING (-111.9395272 33.4160342, -111.9394923 33.4160741)",auto,0,0.008451254
East 5th Street,341,402537657,59,332,,32.80028834,1,29,,tertiary,5,"LINESTRING (-111.9366724 33.4254992, -111.9365805 33.4255003, -111.936488 33.4255014, -111.9363613 33.4255029, -111.936319 33.4255035)",auto,1,0.067862666
East 5th Street,342,402537657,332,59,,32.80028834,1,29,,tertiary,5,"LINESTRING (-111.936319 33.4255035, -111.9363613 33.4255029, -111.936488 33.4255014, -111.9365805 33.4255003, -111.9366724 33.4254992)",auto,1,0.067862666
East 5th Street,343,402537658,74,60,,40.41413632,1,29,,tertiary,5,"LINESTRING (-111.9353519 33.4255151, -111.9351511 33.4254952, -111.9350723 33.42548, -111.9349278 33.4254396)",auto,1,0.083615454
East 5th Street,344,402537658,60,74,,40.41413632,1,29,,tertiary,5,"LINESTRING (-111.9349278 33.4254396, -111.9350723 33.42548, -111.9351511 33.4254952, -111.9353519 33.4255151)",auto,1,0.083615454
South Ash Avenue,345,402537666,287,305,,214.9660437,1,30,,tertiary,5,"LINESTRING (-111.9423987 33.4224828, -111.9424 33.4225322, -111.9424035 33.4226697, -111.9424284 33.4228342, -111.9424643 33.4229746, -111.9424919 33.4230562, -111.9425071 33.4231013, -111.9425575 33.4232185, -111.9426053 33.4233152, -111.9426847 33.423443, -111.9427662 33.4235559, -111.9429224 33.4237607, -111.9429612 33.4238116, -111.9430947 33.4239971, -111.9431904 33.424161, -111.9432267 33.4242548)",auto,1,0.429932087
South Ash Avenue,346,402537666,305,287,,214.9660437,1,30,,tertiary,5,"LINESTRING (-111.9432267 33.4242548, -111.9431904 33.424161, -111.9430947 33.4239971, -111.9429612 33.4238116, -111.9429224 33.4237607, -111.9427662 33.4235559, -111.9426847 33.423443, -111.9426053 33.4233152, -111.9425575 33.4232185, -111.9425071 33.4231013, -111.9424919 33.4230562, -111.9424643 33.4229746, -111.9424284 33.4228342, -111.9424035 33.4226697, -111.9424 33.4225322, -111.9423987 33.4224828)",auto,1,0.429932087
South Ash Avenue,347,402537666,305,288,,78.14317385,1,30,,tertiary,5,"LINESTRING (-111.9432267 33.4242548, -111.9432561 33.4243307, -111.9433093 33.4245024, -111.9433398 33.4246297, -111.9433521 33.4247954, -111.9433507 33.4249452)",auto,1,0.156286348
South Ash Avenue,348,402537666,288,305,,78.14317385,1,30,,tertiary,5,"LINESTRING (-111.9433507 33.4249452, -111.9433521 33.4247954, -111.9433398 33.4246297, -111.9433093 33.4245024, -111.9432561 33.4243307, -111.9432267 33.4242548)",auto,1,0.156286348
West 5th Street,349,402537670,48,190,,110.8023745,1,30,,residential,6,"LINESTRING (-111.9400797 33.4254922, -111.9406267 33.425492, -111.9411959 33.4254872, -111.9412736 33.4254885)",auto,1,0.221604749
West 5th Street,350,402537670,190,48,,110.8023745,1,30,,residential,6,"LINESTRING (-111.9412736 33.4254885, -111.9411959 33.4254872, -111.9406267 33.425492, -111.9400797 33.4254922)",auto,1,0.221604749
West 5th Street,351,402537670,190,29,,192.4213705,1,30,,residential,6,"LINESTRING (-111.9412736 33.4254885, -111.9424801 33.4254848, -111.9425451 33.4254846, -111.9428663 33.4254836, -111.9432452 33.4254824, -111.943347 33.4254811)",auto,1,0.384842741
West 5th Street,352,402537670,29,190,,192.4213705,1,30,,residential,6,"LINESTRING (-111.943347 33.4254811, -111.9432452 33.4254824, -111.9428663 33.4254836, -111.9425451 33.4254846, -111.9424801 33.4254848, -111.9412736 33.4254885)",auto,1,0.384842741
West Rio Salado Parkway,353,402537675,169,168,,27.7631019,1,35,,secondary,4,"LINESTRING (-111.9426236 33.4294744, -111.9427174 33.4294743, -111.9427744 33.4294631, -111.9428076 33.4294446, -111.9428462 33.4294111, -111.9428674 33.4293722)",auto,0,0.047593889
South Farmer Avenue,354,402556249,2,192,,250.2991028,1,25,,residential,6,"LINESTRING (-111.9443252 33.4291446, -111.9443136 33.4283475, -111.9443125 33.4283045, -111.9443068 33.4280856, -111.9443026 33.4279205, -111.9442962 33.4276724, -111.944278 33.4269646, -111.9442762 33.426894)",auto,1,0.600717847
South Farmer Avenue,355,402556249,192,2,,250.2991028,1,25,,residential,6,"LINESTRING (-111.9442762 33.426894, -111.944278 33.4269646, -111.9442962 33.4276724, -111.9443026 33.4279205, -111.9443068 33.4280856, -111.9443125 33.4283045, -111.9443136 33.4283475, -111.9443252 33.4291446)",auto,1,0.600717847
South Farmer Avenue,356,402556249,192,3,,157.9309248,1,25,,residential,6,"LINESTRING (-111.9442762 33.426894, -111.9442763 33.4268689, -111.9442795 33.4261428, -111.9442814 33.4254737)",auto,1,0.37903422
South Farmer Avenue,357,402556249,3,192,,157.9309248,1,25,,residential,6,"LINESTRING (-111.9442814 33.4254737, -111.9442795 33.4261428, -111.9442763 33.4268689, -111.9442762 33.426894)",auto,1,0.37903422
West 1st Street,358,402556256,286,411,,18.05003542,1,29,,tertiary,5,"LINESTRING (-111.9448055 33.4291415, -111.945 33.4291403)",auto,1,0.037344901
West 1st Street,359,402556256,411,286,,18.05003542,1,29,,tertiary,5,"LINESTRING (-111.945 33.4291403, -111.9448055 33.4291415)",auto,1,0.037344901
West 5th Street,360,402556257,3,128,,62.18509869,1,29,,residential,6,"LINESTRING (-111.9442814 33.4254737, -111.9441177 33.4254467, -111.9436145 33.4254447)",auto,0,0.128658825
West 5th Street,361,402556257,128,80,,3.995031771,1,29,,residential,6,"LINESTRING (-111.9436145 33.4254447, -111.9435715 33.4254464)",auto,0,0.008265583
West 5th Street,362,402556257,80,29,,21.42925797,1,29,,residential,6,"LINESTRING (-111.9435715 33.4254464, -111.9434704 33.4254475, -111.943347 33.4254811)",auto,0,0.044336396
East 5th Street,363,402560701,48,139,,11.05293159,1,30,,tertiary,5,"LINESTRING (-111.9400797 33.4254922, -111.9400212 33.4254921, -111.9399606 33.425492)",auto,1,0.022105863
East 5th Street,364,402560701,139,48,,11.05293159,1,30,,tertiary,5,"LINESTRING (-111.9399606 33.425492, -111.9400212 33.4254921, -111.9400797 33.4254922)",auto,1,0.022105863
East Apache Boulevard,365,402560702,131,132,,112.2790514,2,39,,primary,3,"LINESTRING (-111.9394923 33.4160741, -111.9396053 33.4162564, -111.9397468 33.416566, -111.9398246 33.4169022, -111.9398371 33.4170325)",auto,0,0.172737002
South Mill Avenue,366,402560705,214,17,,38.61800806,2,30,,primary,3,"LINESTRING (-111.9400789 33.424691, -111.9400786 33.4243437)",auto,0,0.077236016
South Mill Avenue,367,402560706,142,143,,11.75374705,2,30,,primary,3,"LINESTRING (-111.9399633 33.4273851, -111.9399644 33.4274908)",auto,0,0.023507494
South Mill Avenue,368,402560706,143,144,,4.01417976,2,30,,primary,3,"LINESTRING (-111.9399644 33.4274908, -111.9399642 33.4275269)",auto,0,0.00802836
South Mill Avenue,369,402560706,144,221,,73.3468722,2,30,,primary,3,"LINESTRING (-111.9399642 33.4275269, -111.9399623 33.427579, -111.9399618 33.4281865)",auto,0,0.146693744
South College Avenue,370,422266090,290,289,,65.94209146,1,29,,tertiary,5,"LINESTRING (-111.9349531 33.4160981, -111.9349516 33.4160604, -111.9349513 33.4160517, -111.9349512 33.4160454, -111.9349495 33.4158893, -111.9349497 33.4156773, -111.9349498 33.4155051)",auto,0,0.136431913
East Rio Salado Parkway,371,428666893,412,245,,105.7460051,2,35,,secondary,4,"LINESTRING (-111.9381327 33.4302, -111.9385326 33.4299576, -111.9387983 33.4298293, -111.9390709 33.4297767, -111.9391291 33.4297717)",auto,0,0.181278866
West Rio Salado Parkway,372,436781559,169,118,,25.97309759,2,30,,secondary,4,"LINESTRING (-111.9426236 33.4294744, -111.942704 33.4295252, -111.9428006 33.4295795, -111.9428484 33.4296132)",auto,0,0.051946195
South Mill Avenue,373,436789324,40,52,,65.9944696,2,39,,secondary,4,"LINESTRING (-111.9399667 33.4167979, -111.9399894 33.4162047)",auto,0,0.101529953
South Mill Avenue,374,436789324,52,199,,121.7731662,2,39,,secondary,4,"LINESTRING (-111.9399894 33.4162047, -111.9399706 33.4151936, -111.939969 33.4151097)",auto,0,0.187343333
South Mill Avenue,375,436790496,200,40,,70.28635321,3,30,,primary,3,"LINESTRING (-111.9400269 33.417428, -111.9399667 33.4167979)",auto,0,0.140572706
South Mill Avenue,376,436791111,201,202,,5.470861244,3,35,,primary,3,"LINESTRING (-111.9398502 33.4186881, -111.9398505 33.4187373)",auto,0,0.009378619
South Mill Avenue,377,436791112,205,206,,24.81881835,2,30,,primary,3,"LINESTRING (-111.9398661 33.4195538, -111.9398663 33.4195688, -111.9398665 33.419777)",auto,0,0.049637637
South Mill Avenue,378,436791113,210,183,,67.40286657,4,30,,primary,3,"LINESTRING (-111.9398957 33.4212893, -111.9398841 33.4214786, -111.9399051 33.4217848, -111.9398936 33.4218943)",auto,0,0.134805733
South Mill Avenue,379,436791114,206,207,,26.53638309,2,30,,primary,3,"LINESTRING (-111.9398665 33.419777, -111.9398722 33.4200156)",auto,0,0.053072766
South Mill Avenue,380,436791115,203,205,,24.15693184,2,30,,primary,3,"LINESTRING (-111.9398606 33.4193366, -111.9398661 33.4195538)",auto,0,0.048313864
South Mill Avenue,381,436791116,209,210,,13.31096779,3,30,,primary,3,"LINESTRING (-111.939894 33.4211696, -111.9398957 33.4212893)",auto,0,0.026621936
South Mill Avenue,382,436791117,207,208,,24.53270523,2,30,,primary,3,"LINESTRING (-111.9398722 33.4200156, -111.9398812 33.4202361)",auto,0,0.04906541
South Mill Avenue,383,436791119,136,209,,75.53470606,2,30,,primary,3,"LINESTRING (-111.9398833 33.4204904, -111.9398874 33.4205831, -111.9398937 33.4209604, -111.939894 33.4211696)",auto,0,0.151069412
South Mill Avenue,384,436791120,202,135,,35.60807876,3,35,,primary,3,"LINESTRING (-111.9398505 33.4187373, -111.9398515 33.4189843, -111.939854 33.4190575)",auto,0,0.061042421
South Mill Avenue,385,436791121,135,203,,31.04203216,2,30,,primary,3,"LINESTRING (-111.939854 33.4190575, -111.9398574 33.4191385, -111.9398606 33.4193366)",auto,0,0.062084064
South Mill Avenue,386,436791122,208,136,,28.28894045,3,30,,primary,3,"LINESTRING (-111.9398812 33.4202361, -111.9398785 33.4204046, -111.9398833 33.4204904)",auto,0,0.056577881
South Mill Avenue,387,436791123,204,121,,42.43604616,4,30,,primary,3,"LINESTRING (-111.9400338 33.4194368, -111.9400303 33.419138, -111.940028 33.4190552)",auto,0,0.084872092
South Mill Avenue,388,436791124,134,201,,118.89281,2,39,,primary,3,"LINESTRING (-111.9398468 33.4176189, -111.9398457 33.4184381, -111.9398502 33.4186881)",auto,0,0.182912015
South Mill Avenue,389,436791125,121,51,,159.0762936,3,30,,primary,3,"LINESTRING (-111.940028 33.4190552, -111.9400261 33.4189851, -111.9400234 33.4185957, -111.9400217 33.4183487, -111.9400193 33.4179887, -111.9400362 33.4176249)",auto,0,0.318152587
South Mill Avenue,390,436791125,51,84,,18.81493286,3,30,,primary,3,"LINESTRING (-111.9400362 33.4176249, -111.940029 33.4174558)",auto,0,0.037629866
South Mill Avenue,391,436791490,215,139,,40.34224098,3,30,,primary,3,"LINESTRING (-111.939958 33.4251292, -111.9399606 33.425492)",auto,0,0.080684482
South Mill Avenue,392,436791491,49,211,,74.3021401,2,30,,primary,3,"LINESTRING (-111.9400687 33.4231956, -111.9400741 33.4225274)",auto,0,0.14860428
South Mill Avenue,393,436791492,212,49,,27.94587561,2,30,,primary,3,"LINESTRING (-111.9400646 33.4234469, -111.9400687 33.4231956)",auto,0,0.055891751
South Mill Avenue,394,436791493,216,48,,60.39006734,3,30,,primary,3,"LINESTRING (-111.9400785 33.4260353, -111.9400797 33.4254922)",auto,0,0.120780135
South Mill Avenue,395,436791494,138,215,,87.22290456,2,30,,primary,3,"LINESTRING (-111.9399523 33.4243448, -111.939958 33.4251292)",auto,0,0.174445809
South Mill Avenue,396,436791495,213,138,,37.05506,2,30,,primary,3,"LINESTRING (-111.9399588 33.4240116, -111.9399523 33.4243448)",auto,0,0.07411012
South Mill Avenue,397,436791496,17,212,,99.72807416,2,30,,primary,3,"LINESTRING (-111.9400786 33.4243437, -111.9400646 33.4234469)",auto,0,0.199456148
South Mill Avenue,398,436791497,48,214,,89.08940616,2,30,,primary,3,"LINESTRING (-111.9400797 33.4254922, -111.9400789 33.424691)",auto,0,0.178178812
South Mill Avenue,399,436791498,211,50,,66.5530212,4,30,,primary,3,"LINESTRING (-111.9400741 33.4225274, -111.9400778 33.4220718, -111.9400803 33.4219289)",auto,0,0.133106042
South Mill Avenue,400,436792108,140,219,,63.34775039,2,30,,primary,3,"LINESTRING (-111.9399641 33.4264662, -111.939964 33.4270359)",auto,0,0.126695501
South Mill Avenue,401,436792109,221,222,,27.19828539,3,30,,primary,3,"LINESTRING (-111.9399618 33.4281865, -111.9399616 33.4284311)",auto,0,0.054396571
South Mill Avenue,402,436792110,139,218,,94.51612549,2,30,,primary,3,"LINESTRING (-111.9399606 33.425492, -111.9399637 33.426342)",auto,0,0.189032251
South Mill Avenue,403,436792111,223,224,,17.30235117,2,30,,primary,3,"LINESTRING (-111.9399832 33.4290713, -111.9399845 33.4292269)",auto,0,0.034604702
South Mill Avenue,404,436792112,217,137,,22.31072339,2,30,,primary,3,"LINESTRING (-111.9399634 33.422988, -111.9399685 33.4231886)",auto,0,0.044621447
South Mill Avenue,405,436792113,218,140,,13.81045978,3,30,,primary,3,"LINESTRING (-111.9399637 33.426342, -111.9399641 33.4264662)",auto,0,0.02762092
South Mill Avenue,406,436792114,137,213,,91.5181376,2,30,,primary,3,"LINESTRING (-111.9399685 33.4231886, -111.9399609 33.4239039, -111.9399588 33.4240116)",auto,0,0.183036275
South Mill Avenue,407,436792115,224,145,,39.40001683,3,30,,primary,3,"LINESTRING (-111.9399845 33.4292269, -111.9399957 33.4293836, -111.9399608 33.4294989, -111.9399635 33.4295773)",auto,0,0.078800034
South Mill Avenue,408,436792116,219,142,,38.82940531,3,30,,primary,3,"LINESTRING (-111.939964 33.4270359, -111.9399639 33.4272821, -111.9399633 33.4273851)",auto,0,0.077658811
South Mill Avenue,409,436792117,222,223,,71.75833639,2,30,,primary,3,"LINESTRING (-111.9399616 33.4284311, -111.9399917 33.4284947, -111.9399996 33.4286739, -111.9399832 33.4290713)",auto,0,0.143516673
South Mill Avenue,410,436792118,220,114,,26.07751412,3,30,,primary,3,"LINESTRING (-111.9400691 33.4277606, -111.9400679 33.4275756, -111.9400695 33.4275261)",auto,0,0.052155028
South Mill Avenue,411,436792118,114,94,,3.891822433,3,30,,primary,3,"LINESTRING (-111.9400695 33.4275261, -111.9400695 33.4274911)",auto,0,0.007783645
South Mill Avenue,412,436792119,38,220,,201.1186935,2,30,,primary,3,"LINESTRING (-111.9400872 33.4295692, -111.9400836 33.4294932, -111.9400739 33.4285325, -111.9400691 33.4277606)",auto,0,0.402237387
East University Drive,413,436794668,186,319,,184.3906428,2,40,,secondary,4,"LINESTRING (-111.9248832 33.4220294, -111.9245967 33.4220289, -111.924569 33.4220289, -111.9241415 33.4220282, -111.9240913 33.4220281, -111.9238397 33.4220263, -111.923216 33.4220268, -111.9228964 33.4220263)",auto,1,0.276585964
East University Drive,414,436794668,319,186,,184.3906428,2,40,,secondary,4,"LINESTRING (-111.9228964 33.4220263, -111.923216 33.4220268, -111.9238397 33.4220263, -111.9240913 33.4220281, -111.9241415 33.4220282, -111.924569 33.4220289, -111.9245967 33.4220289, -111.9248832 33.4220294)",auto,1,0.276585964
East University Drive,415,436794668,319,236,,441.4273515,2,40,,secondary,4,"LINESTRING (-111.9228964 33.4220263, -111.9226574 33.4220242, -111.9218866 33.4220175, -111.9214318 33.4220136, -111.9208212 33.4220148, -111.9207233 33.422015, -111.9192834 33.4220178, -111.9188028 33.4220181, -111.9181401 33.4220184)",auto,1,0.662141027
East University Drive,416,436794668,236,319,,441.4273515,2,40,,secondary,4,"LINESTRING (-111.9181401 33.4220184, -111.9188028 33.4220181, -111.9192834 33.4220178, -111.9207233 33.422015, -111.9208212 33.4220148, -111.9214318 33.4220136, -111.9218866 33.4220175, -111.9226574 33.4220242, -111.9228964 33.4220263)",auto,1,0.662141027
East University Drive,417,436794670,232,235,,19.04642843,4,35,,secondary,4,"LINESTRING (-111.9273877 33.4220144, -111.9271825 33.4220171)",auto,1,0.03265102
East University Drive,418,436794670,235,232,,19.04642843,2,35,,secondary,4,"LINESTRING (-111.9271825 33.4220171, -111.9273877 33.4220144)",auto,1,0.03265102
East University Drive,419,436794671,151,275,,15.27676661,3,40,,secondary,4,"LINESTRING (-111.9264076 33.4220275, -111.926243 33.4220288)",auto,1,0.02291515
East University Drive,420,436794671,275,151,,15.27676661,3,40,,secondary,4,"LINESTRING (-111.926243 33.4220288, -111.9264076 33.4220275)",auto,1,0.02291515
East University Drive,421,436794672,233,55,,60.97722051,3,35,,secondary,4,"LINESTRING (-111.9295985 33.4220148, -111.9290744 33.4220195, -111.9289415 33.4220194)",auto,1,0.104532378
East University Drive,422,436794672,55,233,,60.97722051,2,35,,secondary,4,"LINESTRING (-111.9289415 33.4220194, -111.9290744 33.4220195, -111.9295985 33.4220148)",auto,1,0.104532378
East University Drive,423,436794675,55,234,,31.81618618,2,35,,secondary,4,"LINESTRING (-111.9289415 33.4220194, -111.9287923 33.4220192, -111.9285987 33.4220169)",auto,1,0.054542033
East University Drive,424,436794675,234,55,,31.81618618,3,35,,secondary,4,"LINESTRING (-111.9285987 33.4220169, -111.9287923 33.4220192, -111.9289415 33.4220194)",auto,1,0.054542033
East University Drive,425,436794677,236,413,,31.56377698,3,40,,secondary,4,"LINESTRING (-111.9181401 33.4220184, -111.9178245 33.4220186, -111.9178 33.4220186)",auto,1,0.047345665
East University Drive,426,436794677,413,236,,31.56377698,2,40,,secondary,4,"LINESTRING (-111.9178 33.4220186, -111.9178245 33.4220186, -111.9181401 33.4220184)",auto,1,0.047345665
East University Drive,427,436794678,235,151,,71.92568893,4,35,,secondary,4,"LINESTRING (-111.9271825 33.4220171, -111.9270745 33.4220186, -111.9268583 33.4220215, -111.9265015 33.4220263, -111.926448 33.422027, -111.9264076 33.4220275)",auto,1,0.123301181
East University Drive,428,436794678,151,235,,71.92568893,2,35,,secondary,4,"LINESTRING (-111.9264076 33.4220275, -111.926448 33.422027, -111.9265015 33.4220263, -111.9268583 33.4220215, -111.9270745 33.4220186, -111.9271825 33.4220171)",auto,1,0.123301181
East University Drive,429,436794679,275,237,,77.34931366,2,40,,secondary,4,"LINESTRING (-111.926243 33.4220288, -111.926179 33.4220301, -111.9261176 33.4220314, -111.9257789 33.4220309, -111.92561 33.4220306, -111.9254096 33.4220303)",auto,1,0.11602397
East University Drive,430,436794679,237,275,,77.34931366,5,40,,secondary,4,"LINESTRING (-111.9254096 33.4220303, -111.92561 33.4220306, -111.9257789 33.4220309, -111.9261176 33.4220314, -111.926179 33.4220301, -111.926243 33.4220288)",auto,1,0.11602397
East University Drive,431,436794680,231,184,,81.50903946,3,35,,secondary,4,"LINESTRING (-111.9390184 33.4219833, -111.9393277 33.4219821, -111.9393949 33.4219819, -111.9398577 33.4219804, -111.9398966 33.4219821)",auto,0,0.139729782
East University Drive,432,436794681,234,88,,23.25974986,3,35,,secondary,4,"LINESTRING (-111.9285987 33.4220169, -111.9283481 33.422014)",auto,1,0.039873857
East University Drive,433,436794681,88,234,,23.25974986,3,35,,secondary,4,"LINESTRING (-111.9283481 33.422014, -111.9285987 33.4220169)",auto,1,0.039873857
East University Drive,434,436794681,88,104,,5.559158582,3,35,,secondary,4,"LINESTRING (-111.9283481 33.422014, -111.9282882 33.422014)",auto,1,0.009529986
East University Drive,435,436794681,104,88,,5.559158582,3,35,,secondary,4,"LINESTRING (-111.9282882 33.422014, -111.9283481 33.422014)",auto,1,0.009529986
East University Drive,436,436794681,104,185,,69.2064281,3,35,,secondary,4,"LINESTRING (-111.9282882 33.422014, -111.9275425 33.4220137)",auto,1,0.118639591
East University Drive,437,436794681,185,104,,69.2064281,3,35,,secondary,4,"LINESTRING (-111.9275425 33.4220137, -111.9282882 33.422014)",auto,1,0.118639591
East University Drive,438,436794681,185,232,,14.36724641,3,35,,secondary,4,"LINESTRING (-111.9275425 33.4220137, -111.9274588 33.4220137, -111.9274362 33.4220137, -111.9273877 33.4220144)",auto,1,0.024629565
East University Drive,439,436794681,232,185,,14.36724641,3,35,,secondary,4,"LINESTRING (-111.9273877 33.4220144, -111.9274362 33.4220137, -111.9274588 33.4220137, -111.9275425 33.4220137)",auto,1,0.024629565
South Mill Avenue,440,436794682,46,175,,7.210455162,2,30,,primary,3,"LINESTRING (-111.9400948 33.4297326, -111.9400919 33.4296678)",auto,0,0.01442091
South Mill Avenue,441,436794683,414,46,,52.07389829,3,30,,primary,3,"LINESTRING (-111.9401279 33.4302, -111.940113 33.4300629, -111.9400948 33.4297326)",auto,0,0.104147797
West University Drive,442,436794685,226,415,,31.703262,2,40,,primary,3,"LINESTRING (-111.9446584 33.4218949, -111.9448724 33.4218956, -111.9449749 33.4218959, -111.945 33.421896)",auto,1,0.047554893
West University Drive,443,436794685,415,226,,31.703262,2,40,,primary,3,"LINESTRING (-111.945 33.421896, -111.9449749 33.4218959, -111.9448724 33.4218956, -111.9446584 33.4218949)",auto,1,0.047554893
West University Drive,444,436794687,225,6,,31.91750648,3,40,,primary,3,"LINESTRING (-111.9439222 33.4218959, -111.9442661 33.4218936)",auto,1,0.04787626
West University Drive,445,436794687,6,225,,31.91750648,2,40,,primary,3,"LINESTRING (-111.9442661 33.4218936, -111.9439222 33.4218959)",auto,1,0.04787626
West University Drive,446,436794688,6,226,,36.40864956,2,40,,primary,3,"LINESTRING (-111.9442661 33.4218936, -111.9446584 33.4218949)",auto,1,0.054612974
West University Drive,447,436794688,226,6,,36.40864956,3,40,,primary,3,"LINESTRING (-111.9446584 33.4218949, -111.9442661 33.4218936)",auto,1,0.054612974
West University Drive,448,436794695,228,28,,59.74076746,3,35,,primary,3,"LINESTRING (-111.9417462 33.4219298, -111.9417698 33.4219298, -111.9422926 33.421929, -111.9423899 33.4219281)",auto,1,0.102412744
West University Drive,449,436794695,28,228,,59.74076746,2,35,,primary,3,"LINESTRING (-111.9423899 33.4219281, -111.9422926 33.421929, -111.9417698 33.4219298, -111.9417462 33.4219298)",auto,1,0.102412744
West University Drive,450,436794696,229,20,,47.61057672,2,35,,primary,3,"LINESTRING (-111.9407478 33.4219322, -111.9412608 33.4219305)",auto,1,0.081618132
West University Drive,451,436794696,20,229,,47.61057672,2,35,,primary,3,"LINESTRING (-111.9412608 33.4219305, -111.9407478 33.4219322)",auto,1,0.081618132
West University Drive,452,436794696,20,228,,45.0487848,2,35,,primary,3,"LINESTRING (-111.9412608 33.4219305, -111.9417462 33.4219298)",auto,1,0.077226488
West University Drive,453,436794696,228,20,,45.0487848,2,35,,primary,3,"LINESTRING (-111.9417462 33.4219298, -111.9412608 33.4219305)",auto,1,0.077226488
West University Drive,454,436794698,28,227,,44.872473,2,40,,primary,3,"LINESTRING (-111.9423899 33.4219281, -111.9425045 33.4219279, -111.9428734 33.4219273)",auto,1,0.06730871
West University Drive,455,436794698,227,28,,44.872473,3,40,,primary,3,"LINESTRING (-111.9428734 33.4219273, -111.9425045 33.4219279, -111.9423899 33.4219281)",auto,1,0.06730871
West University Drive,456,436794701,50,230,,57.61643322,2,35,,primary,3,"LINESTRING (-111.9400803 33.4219289, -111.9401712 33.4219341, -111.9405744 33.4219328, -111.9407009 33.4219324)",auto,1,0.098771028
West University Drive,457,436794701,230,50,,57.61643322,4,35,,primary,3,"LINESTRING (-111.9407009 33.4219324, -111.9405744 33.4219328, -111.9401712 33.4219341, -111.9400803 33.4219289)",auto,1,0.098771028
West University Drive,458,436794701,230,229,,4.352724305,2,35,,primary,3,"LINESTRING (-111.9407009 33.4219324, -111.9407478 33.4219322)",auto,1,0.007461813
West University Drive,459,436794701,229,230,,4.352724305,4,35,,primary,3,"LINESTRING (-111.9407478 33.4219322, -111.9407009 33.4219324)",auto,1,0.007461813
West University Drive,460,436794710,225,324,,33.43047943,2,40,,primary,3,"LINESTRING (-111.9439222 33.4218959, -111.9437361 33.4218489, -111.9435704 33.4218532)",auto,0,0.050145719
